Unit Id,Institution name,"Type of cost,  residency, and student housing",2021,2020,2019,2018,2017
203544,Kettering College,       On-campus other expenses,5125,5069,4999,4907,4854
203544,Kettering College,       Books and supplies,1718,1698,1674,1644,1626
203580,Lake Erie College,On-campus out-of-state,48940,47512,46410,45510,44732
203580,Lake Erie College,       Out-of-state  tuition and fees,34046,33172,32322,31422,30862
203580,Lake Erie College,       On-campus room and board,10714,10160,9908,9908,9460
203580,Lake Erie College,       On-campus other expenses,2960,2960,2960,2960,3310
203580,Lake Erie College,       Books and supplies,1220,1220,1220,1220,1100
203599,Lakeland Community College,On-campus out-of-state,9775,9775,9645,11252,10405
203599,Lakeland Community College,       Out-of-state  tuition and fees,8975,8975,8845,10052,9205
203599,Lakeland Community College,       On-campus room and board,0,0,0,0,0
203599,Lakeland Community College,       On-campus other expenses,0,0,0,0,0
203599,Lakeland Community College,       Books and supplies,800,800,800,1200,1200
203678,James A. Rhodes State College,On-campus out-of-state,9921,10592,10232,9513,8889
203678,James A. Rhodes State College,       Out-of-state  tuition and fees,8721,8792,8432,8313,7689
203678,James A. Rhodes State College,       On-campus room and board,0,0,0,0,0
203678,James A. Rhodes State College,       On-campus other expenses,0,0,0,0,0
203678,James A. Rhodes State College,       Books and supplies,1200,1800,1800,1200,1200
203720,Ohio Business College-Sheffield,On-campus out-of-state,11545,11545,11785,11552,11192
203720,Ohio Business College-Sheffield,       Out-of-state  tuition and fees,9385,9385,9385,9392,9032
203720,Ohio Business College-Sheffield,       On-campus room and board,0,0,0,0,0
203720,Ohio Business College-Sheffield,       On-campus other expenses,0,0,0,0,0
203720,Ohio Business College-Sheffield,       Books and supplies,2160,2160,2400,2160,2160
203739,Ohio Business College-Sandusky,On-campus out-of-state,11545,11545,11785,11552,11192
203739,Ohio Business College-Sandusky,       Out-of-state  tuition and fees,9385,9385,9385,9392,9032
203739,Ohio Business College-Sandusky,       On-campus room and board,0,0,0,0,0
203739,Ohio Business College-Sandusky,       On-campus other expenses,0,0,0,0,0
203739,Ohio Business College-Sandusky,       Books and supplies,2160,2160,2400,2160,2160
203748,Lorain County Community College,On-campus out-of-state,9257,9124,8906,9140,8556
203748,Lorain County Community College,       Out-of-state  tuition and fees,8405,8340,8081,8081,7376
203748,Lorain County Community College,       On-campus room and board,0,0,0,0,0
203748,Lorain County Community College,       On-campus other expenses,0,0,0,0,0
203748,Lorain County Community College,       Books and supplies,852,784,825,1059,1180
203757,Lourdes University,On-campus out-of-state,43707,40866,39529,36766,35340
203757,Lourdes University,       Out-of-state  tuition and fees,27072,25644,24650,22480,21540
203757,Lourdes University,       On-campus room and board,12200,10960,10590,10100,9700
203757,Lourdes University,       On-campus other expenses,2945,2832,2884,2816,2760
203757,Lourdes University,       Books and supplies,1490,1430,1405,1370,1340
203775,Malone University,On-campus out-of-state,48100,46616,45900,44660,43400
203775,Malone University,       Out-of-state  tuition and fees,33400,32416,31800,30860,29900
203775,Malone University,       On-campus room and board,10400,9900,9800,9500,9300
203775,Malone University,       On-campus other expenses,3000,3000,3000,3000,3000
203775,Malone University,       Books and supplies,1300,1300,1300,1300,1200
203845,Marietta College,On-campus out-of-state,52146,51188,50218,50154,50104
203845,Marietta College,       Out-of-state  tuition and fees,37460,36764,36040,36040,36040
203845,Marietta College,       On-campus room and board,11768,11548,11320,11320,11330
203845,Marietta College,       On-campus other expenses,1624,1600,1574,1538,1506
203845,Marietta College,       Books and supplies,1294,1276,1284,1256,1228
203881,Marion Technical College,On-campus out-of-state,10405,10345,8042,7822,7600
203881,Marion Technical College,       Out-of-state  tuition and fees,9505,9445,7142,6822,6400
203881,Marion Technical College,       On-campus room and board,0,0,0,0,0
203881,Marion Technical College,       On-campus other expenses,0,0,0,0,0
203881,Marion Technical College,       Books and supplies,900,900,900,1000,1200
203960,Mercy College of Ohio,On-campus out-of-state,20300,20300,17900,17240,16710
203960,Mercy College of Ohio,       Out-of-state  tuition and fees,18950,18950,15900,15240,14710
203960,Mercy College of Ohio,       On-campus room and board,0,0,0,0,0
203960,Mercy College of Ohio,       On-campus other expenses,0,0,0,0,0
203960,Mercy College of Ohio,       Books and supplies,1350,1350,2000,2000,2000
204006,Miami University-Hamilton,On-campus out-of-state,18915,18610,18117,17688,16444
204006,Miami University-Hamilton,       Out-of-state  tuition and fees,17675,17370,16877,16472,15228
204006,Miami University-Hamilton,       On-campus room and board,0,0,0,0,0
204006,Miami University-Hamilton,       On-campus other expenses,0,0,0,0,0
204006,Miami University-Hamilton,       Books and supplies,1240,1240,1240,1216,1216
204015,Miami University-Middletown,On-campus out-of-state,18915,18610,18117,17688,16444
204015,Miami University-Middletown,       Out-of-state  tuition and fees,17675,17370,16877,16472,15228
204015,Miami University-Middletown,       On-campus room and board,0,0,0,0,0
204015,Miami University-Middletown,       On-campus other expenses,0,0,0,0,0
204015,Miami University-Middletown,       Books and supplies,1240,1240,1240,1216,1216
204024,Miami University-Oxford,On-campus out-of-state,56317,54926,53831,52745,51064
204024,Miami University-Oxford,       Out-of-state  tuition and fees,37379,36650,35937,34896,34211
204024,Miami University-Oxford,       On-campus room and board,15080,14510,14124,13861,13202
204024,Miami University-Oxford,       On-campus other expenses,2618,2526,2530,2738,2435
204024,Miami University-Oxford,       Books and supplies,1240,1240,1240,1250,1216
204158,Miami Valley Career Technology Center,On-campus out-of-state,,,,,
204158,Miami Valley Career Technology Center,       Out-of-state  tuition and fees,,,,,
204158,Miami Valley Career Technology Center,       On-campus room and board,,,,,
204158,Miami Valley Career Technology Center,       On-campus other expenses,,,,,
204158,Miami Valley Career Technology Center,       Books and supplies,,,,,
204176,Mount Carmel College of Nursing,On-campus out-of-state,16609,16175,15872,25247,24782
204176,Mount Carmel College of Nursing,       Out-of-state  tuition and fees,15109,14675,14372,13907,13442
204176,Mount Carmel College of Nursing,       On-campus room and board,0,0,0,6600,6600
204176,Mount Carmel College of Nursing,       On-campus other expenses,0,0,0,3240,3240
204176,Mount Carmel College of Nursing,       Books and supplies,1500,1500,1500,1500,1500
204185,University of Mount Union,On-campus out-of-state,46936,46036,44936,43795,42725
204185,University of Mount Union,       Out-of-state  tuition and fees,33400,32600,31700,30860,29890
204185,University of Mount Union,       On-campus room and board,10900,10700,10500,10200,10100
204185,University of Mount Union,       On-campus other expenses,1536,1636,1636,1635,1635
204185,University of Mount Union,       Books and supplies,1100,1100,1100,1100,1100
204194,Mount Vernon Nazarene University,On-campus out-of-state,47510,45800,44202,42614,41144
204194,Mount Vernon Nazarene University,       Out-of-state  tuition and fees,32864,31610,30404,29244,28090
204194,Mount Vernon Nazarene University,       On-campus room and board,9246,8890,8498,8170,7854
204194,Mount Vernon Nazarene University,       On-campus other expenses,3900,3900,3900,3800,3800
204194,Mount Vernon Nazarene University,       Books and supplies,1500,1400,1400,1400,1400
204200,Mount Saint Joseph University,On-campus out-of-state,45850,44620,43230,41742,40566
204200,Mount Saint Joseph University,       Out-of-state  tuition and fees,33250,32200,31200,30100,29100
204200,Mount Saint Joseph University,       On-campus room and board,10400,10220,9830,9442,9266
204200,Mount Saint Joseph University,       On-campus other expenses,1000,1000,1000,1000,1000
204200,Mount Saint Joseph University,       Books and supplies,1200,1200,1200,1200,1200
204255,Zane State College,On-campus out-of-state,12466,12216,11916,11616,10806
204255,Zane State College,       Out-of-state  tuition and fees,10866,10616,10316,10016,9206
204255,Zane State College,       On-campus room and board,0,0,0,0,0
204255,Zane State College,       On-campus other expenses,0,0,0,0,0
204255,Zane State College,       Books and supplies,1600,1600,1600,1600,1600
204264,Muskingum University,On-campus out-of-state,44958,44172,43208,42314,41420
204264,Muskingum University,       Out-of-state  tuition and fees,30090,29490,28878,28266,27646
204264,Muskingum University,       On-campus room and board,12050,11860,11590,11310,11040
204264,Muskingum University,       On-campus other expenses,1718,1722,1640,1638,1634
204264,Muskingum University,       Books and supplies,1100,1100,1100,1100,1100
204422,North Central State College,On-campus out-of-state,9623,10248,11684,9496,8850
204422,North Central State College,       Out-of-state  tuition and fees,8623,8748,10184,7996,7350
204422,North Central State College,       On-campus room and board,0,0,0,0,0
204422,North Central State College,       On-campus other expenses,0,0,0,0,0
204422,North Central State College,       Books and supplies,1000,1500,1500,1500,1500
204440,Northwest State Community College,On-campus out-of-state,10560,10560,10320,10079,9420
204440,Northwest State Community College,       Out-of-state  tuition and fees,8450,8450,8210,7970,7490
204440,Northwest State Community College,       On-campus room and board,0,0,0,0,0
204440,Northwest State Community College,       On-campus other expenses,0,0,0,0,0
204440,Northwest State Community College,       Books and supplies,2110,2110,2110,2109,1930
204459,Toledo Public Schools Adult and Continuing Education,On-campus out-of-state,,,,,
204459,Toledo Public Schools Adult and Continuing Education,       Out-of-state  tuition and fees,,,,,
204459,Toledo Public Schools Adult and Continuing Education,       On-campus room and board,,,,,
204459,Toledo Public Schools Adult and Continuing Education,       On-campus other expenses,,,,,
204459,Toledo Public Schools Adult and Continuing Education,       Books and supplies,,,,,
204468,Notre Dame College,On-campus out-of-state,46298,45700,45250,45150,44290
204468,Notre Dame College,       Out-of-state  tuition and fees,31350,30750,30160,30160,29300
204468,Notre Dame College,       On-campus room and board,10458,10250,10600,10500,10500
204468,Notre Dame College,       On-campus other expenses,3090,3100,3090,3090,3090
204468,Notre Dame College,       Books and supplies,1400,1600,1400,1400,1400
204486,University of Northwestern Ohio,On-campus out-of-state,24150,24150,24100,23980,23600
204486,University of Northwestern Ohio,       Out-of-state  tuition and fees,11550,11550,11500,11350,11050
204486,University of Northwestern Ohio,       On-campus room and board,6900,6900,6900,6850,6850
204486,University of Northwestern Ohio,       On-campus other expenses,3900,3900,3900,3980,3900
204486,University of Northwestern Ohio,       Books and supplies,1800,1800,1800,1800,1800
204501,Oberlin College,On-campus out-of-state,81502,79296,77124,74636,71330
204501,Oberlin College,       Out-of-state  tuition and fees,60240,58554,56822,55052,53460
204501,Oberlin College,       On-campus room and board,17854,17334,16826,15668,15212
204501,Oberlin College,       On-campus other expenses,1500,1500,1568,1958,700
204501,Oberlin College,       Books and supplies,1908,1908,1908,1958,1958
204617,Ohio Dominican University,On-campus out-of-state,47994,47384,46092,45220,45220
204617,Ohio Dominican University,       Out-of-state  tuition and fees,33380,32880,31680,31080,31080
204617,Ohio Dominican University,       On-campus room and board,11450,11340,11220,10948,10928
204617,Ohio Dominican University,       On-campus other expenses,2084,2084,2092,2092,2112
204617,Ohio Dominican University,       Books and supplies,1080,1080,1100,1100,1100
204635,Ohio Northern University,On-campus out-of-state,52077,50875,49392,47711,46118
204635,Ohio Northern University,       Out-of-state  tuition and fees,35380,34440,33440,32260,30990
204635,Ohio Northern University,       On-campus room and board,12650,12400,12040,11650,11270
204635,Ohio Northern University,       On-campus other expenses,2247,2235,2112,2001,2058
204635,Ohio Northern University,       Books and supplies,1800,1800,1800,1800,1800
204662,Ohio State University Agricultural Technical Institute,On-campus out-of-state,46607,45473,44144,42169,41469
204662,Ohio State University Agricultural Technical Institute,       Out-of-state  tuition and fees,31689,30279,28950,26811,26307
204662,Ohio State University Agricultural Technical Institute,       On-campus room and board,9438,9424,9424,9344,9215
204662,Ohio State University Agricultural Technical Institute,       On-campus other expenses,4468,4688,4688,4846,4779
204662,Ohio State University Agricultural Technical Institute,       Books and supplies,1012,1082,1082,1168,1168
204671,Ohio State University-Lima Campus,On-campus out-of-state,32645,31303,29971,28828,27412
204671,Ohio State University-Lima Campus,       Out-of-state  tuition and fees,31633,30221,28889,27660,26244
204671,Ohio State University-Lima Campus,       On-campus room and board,0,0,0,0,0
204671,Ohio State University-Lima Campus,       On-campus other expenses,0,0,0,0,0
204671,Ohio State University-Lima Campus,       Books and supplies,1012,1082,1082,1168,1168
204680,Ohio State University-Mansfield Campus,On-campus out-of-state,46551,45415,44083,43018,41406
204680,Ohio State University-Mansfield Campus,       Out-of-state  tuition and fees,31633,30221,28889,27660,26244
204680,Ohio State University-Mansfield Campus,       On-campus room and board,9438,9424,9424,9344,9215
204680,Ohio State University-Mansfield Campus,       On-campus other expenses,4468,4688,4688,4846,4779
204680,Ohio State University-Mansfield Campus,       Books and supplies,1012,1082,1082,1168,1168
204699,Ohio State University-Marion Campus,On-campus out-of-state,32645,31303,29971,28828,27412
204699,Ohio State University-Marion Campus,       Out-of-state  tuition and fees,31633,30221,28889,27660,26244
204699,Ohio State University-Marion Campus,       On-campus room and board,0,0,0,0,0
204699,Ohio State University-Marion Campus,       On-campus other expenses,0,0,0,0,0
204699,Ohio State University-Marion Campus,       Books and supplies,1012,1082,1082,1168,1168
204705,Ohio State University-Newark Campus,On-campus out-of-state,46551,45415,44083,43018,41406
204705,Ohio State University-Newark Campus,       Out-of-state  tuition and fees,31633,30221,28889,27660,26244
204705,Ohio State University-Newark Campus,       On-campus room and board,9438,9424,9424,9344,9215
204705,Ohio State University-Newark Campus,       On-campus other expenses,4468,4688,4688,4846,4779
204705,Ohio State University-Newark Campus,       Books and supplies,1012,1082,1082,1168,1168
204796,Ohio State University-Main Campus,On-campus out-of-state,52105,50648,48889,47383,46141
204796,Ohio State University-Main Campus,       Out-of-state  tuition and fees,35019,33502,32061,30742,29696
204796,Ohio State University-Main Campus,       On-campus room and board,13392,13066,12748,12474,12292
204796,Ohio State University-Main Campus,       On-campus other expenses,2682,2998,2998,2999,2985
204796,Ohio State University-Main Campus,       Books and supplies,1012,1082,1082,1168,1168
204802,Ohio University-Eastern Campus,On-campus out-of-state,9684,9650,9628,9538,7752
204802,Ohio University-Eastern Campus,       Out-of-state  tuition and fees,8766,8666,8666,8482,6718
204802,Ohio University-Eastern Campus,       On-campus room and board,0,0,0,0,0
204802,Ohio University-Eastern Campus,       On-campus other expenses,0,0,0,0,0
204802,Ohio University-Eastern Campus,       Books and supplies,918,984,962,1056,1034
204820,Ohio University-Chillicothe Campus,On-campus out-of-state,9684,9650,9628,9538,10630
204820,Ohio University-Chillicothe Campus,       Out-of-state  tuition and fees,8766,8666,8666,8482,9596
204820,Ohio University-Chillicothe Campus,       On-campus room and board,0,0,0,0,0
204820,Ohio University-Chillicothe Campus,       On-campus other expenses,0,0,0,0,0
204820,Ohio University-Chillicothe Campus,       Books and supplies,918,984,962,1056,1034
204839,Ohio University-Southern Campus,On-campus out-of-state,9684,9650,9628,9538,7752
204839,Ohio University-Southern Campus,       Out-of-state  tuition and fees,8766,8666,8666,8482,6718
204839,Ohio University-Southern Campus,       On-campus room and board,0,0,0,0,0
204839,Ohio University-Southern Campus,       On-campus other expenses,0,0,0,0,0
204839,Ohio University-Southern Campus,       Books and supplies,918,984,962,1056,1034
204848,Ohio University-Lancaster Campus,On-campus out-of-state,9684,9650,9628,9538,10630
204848,Ohio University-Lancaster Campus,       Out-of-state  tuition and fees,8766,8666,8666,8482,9596
204848,Ohio University-Lancaster Campus,       On-campus room and board,0,0,0,0,0
204848,Ohio University-Lancaster Campus,       On-campus other expenses,0,0,0,0,0
204848,Ohio University-Lancaster Campus,       Books and supplies,918,984,962,1056,1034
204857,Ohio University-Main Campus,On-campus out-of-state,38586,38396,39774,38450,37720
204857,Ohio University-Main Campus,       Out-of-state  tuition and fees,22810,22406,22406,21656,21360
204857,Ohio University-Main Campus,       On-campus room and board,11862,11862,13332,12966,12612
204857,Ohio University-Main Campus,       On-campus other expenses,2996,3144,3074,2772,2714
204857,Ohio University-Main Campus,       Books and supplies,918,984,962,1056,1034
204866,Ohio University-Zanesville Campus,On-campus out-of-state,9684,9650,9628,9538,10630
204866,Ohio University-Zanesville Campus,       Out-of-state  tuition and fees,8766,8666,8666,8482,9596
204866,Ohio University-Zanesville Campus,       On-campus room and board,0,0,0,0,0
204866,Ohio University-Zanesville Campus,       On-campus other expenses,0,0,0,0,0
204866,Ohio University-Zanesville Campus,       Books and supplies,918,984,962,1056,1034
204884,East Ohio College,On-campus out-of-state,14477,14792,13259,13239,12982
204884,East Ohio College,       Out-of-state  tuition and fees,13964,14497,12969,12969,12729
204884,East Ohio College,       On-campus room and board,0,0,0,0,0
204884,East Ohio College,       On-campus other expenses,0,0,0,0,0
204884,East Ohio College,       Books and supplies,513,295,290,270,253
204893,Trinity Health System School of Nursing,On-campus out-of-state,11418,11845,11825,11163,10996
204893,Trinity Health System School of Nursing,       Out-of-state  tuition and fees,10343,10323,10283,9713,9673
204893,Trinity Health System School of Nursing,       On-campus room and board,0,0,0,0,0
204893,Trinity Health System School of Nursing,       On-campus other expenses,0,0,0,0,0
204893,Trinity Health System School of Nursing,       Books and supplies,1075,1522,1542,1450,1323
204909,Ohio Wesleyan University,On-campus out-of-state,65020,63276,63360,61610,60350
204909,Ohio Wesleyan University,       Out-of-state  tuition and fees,48832,47130,47130,45760,44690
204909,Ohio Wesleyan University,       On-campus room and board,13288,13246,13330,12950,12460
204909,Ohio Wesleyan University,       On-campus other expenses,1700,1700,1700,1700,1700
204909,Ohio Wesleyan University,       Books and supplies,1200,1200,1200,1200,1500
204936,Otterbein University,On-campus out-of-state,49714,48792,47764,46908,46390
204936,Otterbein University,       Out-of-state  tuition and fees,33674,33074,32474,31874,31874
204936,Otterbein University,       On-campus room and board,11692,11468,11186,10958,10528
204936,Otterbein University,       On-campus other expenses,2958,2892,2774,2774,2714
204936,Otterbein University,       Books and supplies,1390,1358,1330,1302,1274
204945,Owens Community College,On-campus out-of-state,11342,11092,10806,10522,9754
204945,Owens Community College,       Out-of-state  tuition and fees,9782,9542,9302,9062,8344
204945,Owens Community College,       On-campus room and board,0,0,0,0,0
204945,Owens Community College,       On-campus other expenses,0,0,0,0,0
204945,Owens Community College,       Books and supplies,1560,1550,1504,1460,1410
205027,Pontifical College Josephinum,On-campus out-of-state,48027,45050,43542,40050,39742
205027,Pontifical College Josephinum,       Out-of-state  tuition and fees,27900,25262,24182,22300,22092
205027,Pontifical College Josephinum,       On-campus room and board,11627,11288,10960,9950,9950
205027,Pontifical College Josephinum,       On-campus other expenses,7000,7000,7000,6500,6500
205027,Pontifical College Josephinum,       Books and supplies,1500,1500,1400,1300,1200
205054,Professional Skills Institute,On-campus out-of-state,14658,13647,17547,16569,16766
205054,Professional Skills Institute,       Out-of-state  tuition and fees,13541,12767,16244,15017,15391
205054,Professional Skills Institute,       On-campus room and board,0,0,0,0,0
205054,Professional Skills Institute,       On-campus other expenses,0,0,0,0,0
205054,Professional Skills Institute,       Books and supplies,1117,880,1303,1552,1375
205090,Firelands Regional Medical Center School of Nursing,On-campus out-of-state,,,,,
205090,Firelands Regional Medical Center School of Nursing,       Out-of-state  tuition and fees,,,,,
205090,Firelands Regional Medical Center School of Nursing,       On-campus room and board,,,,,
205090,Firelands Regional Medical Center School of Nursing,       On-campus other expenses,,,,,
205090,Firelands Regional Medical Center School of Nursing,       Books and supplies,,,,,
205124,Rabbinical College Telshe,On-campus out-of-state,20800,20500,20200,20200,17900
205124,Rabbinical College Telshe,       Out-of-state  tuition and fees,13700,13400,13100,13100,10800
205124,Rabbinical College Telshe,       On-campus room and board,3000,3000,3000,3000,3000
205124,Rabbinical College Telshe,       On-campus other expenses,3500,3500,3500,3500,3500
205124,Rabbinical College Telshe,       Books and supplies,600,600,600,600,600
205179,Fortis College-Centerville,On-campus out-of-state,15791,15568,14954,15104,16037
205179,Fortis College-Centerville,       Out-of-state  tuition and fees,14710,14543,14095,14060,14602
205179,Fortis College-Centerville,       On-campus room and board,0,0,0,0,0
205179,Fortis College-Centerville,       On-campus other expenses,0,0,0,0,0
205179,Fortis College-Centerville,       Books and supplies,1081,1025,859,1044,1435
205203,University of Rio Grande,On-campus out-of-state,36454,43875,43875,43875,42033
205203,University of Rio Grande,       Out-of-state  tuition and fees,20060,27481,27481,27481,26175
205203,University of Rio Grande,       On-campus room and board,11166,11166,11166,11166,10630
205203,University of Rio Grande,       On-campus other expenses,4028,4028,4028,4028,4028
205203,University of Rio Grande,       Books and supplies,1200,1200,1200,1200,1200
205391,The Modern College of Design,On-campus out-of-state,35240,36342,31248,30043,29544
205391,The Modern College of Design,       Out-of-state  tuition and fees,31007,33164,29507,28278,27194
205391,The Modern College of Design,       On-campus room and board,0,0,0,0,0
205391,The Modern College of Design,       On-campus other expenses,0,0,0,0,0
205391,The Modern College of Design,       Books and supplies,4233,3178,1741,1765,2350
205443,Shawnee State University,On-campus out-of-state,31156,31876,29648,29306,26718
205443,Shawnee State University,       Out-of-state  tuition and fees,14646,15366,14992,14714,13247
205443,Shawnee State University,       On-campus room and board,11084,11084,10862,10864,9559
205443,Shawnee State University,       On-campus other expenses,3920,3920,2544,2514,2712
205443,Shawnee State University,       Books and supplies,1506,1506,1250,1214,1200
205470,Sinclair Community College,On-campus out-of-state,8916,8916,8316,8316,7898
205470,Sinclair Community College,       Out-of-state  tuition and fees,8076,8076,7356,7356,6938
205470,Sinclair Community College,       On-campus room and board,0,0,0,0,0
205470,Sinclair Community College,       On-campus other expenses,0,0,0,0,0
205470,Sinclair Community College,       Books and supplies,840,840,960,960,960
205559,Hussian College-Daymar College Columbus,On-campus out-of-state,20283,20724,18000,15000,15000
205559,Hussian College-Daymar College Columbus,       Out-of-state  tuition and fees,20283,20724,18000,15000,15000
205559,Hussian College-Daymar College Columbus,       On-campus room and board,0,0,0,0,0
205559,Hussian College-Daymar College Columbus,       On-campus other expenses,0,0,0,0,0
205559,Hussian College-Daymar College Columbus,       Books and supplies,0,0,0,0,0
205841,Stark State College,On-campus out-of-state,8506,8506,8386,8266,7894
205841,Stark State College,       Out-of-state  tuition and fees,7406,7406,7286,7166,6794
205841,Stark State College,       On-campus room and board,0,0,0,0,0
205841,Stark State College,       On-campus other expenses,0,0,0,0,0
205841,Stark State College,       Books and supplies,1100,1100,1100,1100,1100
205887,Stautzenberger College-Maumee,On-campus out-of-state,17329,17329,17149,14993,12912
205887,Stautzenberger College-Maumee,       Out-of-state  tuition and fees,16699,16699,16549,14843,12762
205887,Stautzenberger College-Maumee,       On-campus room and board,0,0,0,0,0
205887,Stautzenberger College-Maumee,       On-campus other expenses,0,0,0,0,0
205887,Stautzenberger College-Maumee,       Books and supplies,630,630,600,150,150
205957,Franciscan University of Steubenville,On-campus out-of-state,42490,42120,40630,39200,37790
205957,Franciscan University of Steubenville,       Out-of-state  tuition and fees,30180,30180,28880,27630,26430
205957,Franciscan University of Steubenville,       On-campus room and board,9240,8870,8680,8500,8400
205957,Franciscan University of Steubenville,       On-campus other expenses,1870,1870,1870,1870,1760
205957,Franciscan University of Steubenville,       Books and supplies,1200,1200,1200,1200,1200
205966,Southern State Community College,On-campus out-of-state,11818,11668,11368,11068,10168
205966,Southern State Community College,       Out-of-state  tuition and fees,9768,9618,9318,9018,8118
205966,Southern State Community College,       On-campus room and board,0,0,0,0,0
205966,Southern State Community College,       On-campus other expenses,0,0,0,0,0
205966,Southern State Community College,       Books and supplies,2050,2050,2050,2050,2050
206011,Terra State Community College,On-campus out-of-state,26282,27366,27002,23860,10226
206011,Terra State Community College,       Out-of-state  tuition and fees,9884,9692,9452,8936,8636
206011,Terra State Community College,       On-campus room and board,9044,10327,10350,8028,0
206011,Terra State Community College,       On-campus other expenses,5578,5619,5472,5306,0
206011,Terra State Community College,       Books and supplies,1776,1728,1728,1590,1590
206039,Tiffin Academy of Hair Design,On-campus out-of-state,,,,,
206039,Tiffin Academy of Hair Design,       Out-of-state  tuition and fees,,,,,
206039,Tiffin Academy of Hair Design,       On-campus room and board,,,,,
206039,Tiffin Academy of Hair Design,       On-campus other expenses,,,,,
206039,Tiffin Academy of Hair Design,       Books and supplies,,,,,
206048,Tiffin University,On-campus out-of-state,45450,44580,42160,40200,37800
206048,Tiffin University,       Out-of-state  tuition and fees,28480,27610,26110,25000,24000
206048,Tiffin University,       On-campus room and board,12470,12470,11550,11200,10300
206048,Tiffin University,       On-campus other expenses,1500,1500,1500,1500,1500
206048,Tiffin University,       Books and supplies,3000,3000,3000,2500,2000
206084,University of Toledo,On-campus out-of-state,38867,38292,37918,37287,35600
206084,University of Toledo,       Out-of-state  tuition and fees,20850,20442,19500,19157,18582
206084,University of Toledo,       On-campus room and board,12908,12590,12470,11434,10236
206084,University of Toledo,       On-campus other expenses,3869,4080,4768,5516,5602
206084,University of Toledo,       Books and supplies,1240,1180,1180,1180,1180
206154,Tri-State Bible College,On-campus out-of-state,9640,9640,9640,9640,9640
206154,Tri-State Bible College,       Out-of-state  tuition and fees,9100,9100,9100,9100,9100
206154,Tri-State Bible College,       On-campus room and board,0,0,0,0,0
206154,Tri-State Bible College,       On-campus other expenses,0,0,0,0,0
206154,Tri-State Bible College,       Books and supplies,540,540,540,540,540
206279,Union Institute & University,On-campus out-of-state,18357,14456,14456,14472,14112
206279,Union Institute & University,       Out-of-state  tuition and fees,17141,13256,13256,13256,12896
206279,Union Institute & University,       On-campus room and board,0,0,0,0,0
206279,Union Institute & University,       On-campus other expenses,0,0,0,0,0
206279,Union Institute & University,       Books and supplies,1216,1200,1200,1216,1216
206321,Upper Valley Career Center,On-campus out-of-state,,,,,
206321,Upper Valley Career Center,       Out-of-state  tuition and fees,,,,,
206321,Upper Valley Career Center,       On-campus room and board,,,,,
206321,Upper Valley Career Center,       On-campus other expenses,,,,,
206321,Upper Valley Career Center,       Books and supplies,,,,,
206349,Ursuline College,On-campus out-of-state,49900,48862,47566,46166,44512
206349,Ursuline College,       Out-of-state  tuition and fees,35720,34630,33440,32390,31150
206349,Ursuline College,       On-campus room and board,11580,11232,11126,10776,10362
206349,Ursuline College,       On-campus other expenses,2600,1800,1800,1800,1800
206349,Ursuline College,       Books and supplies,0,1200,1200,1200,1200
206394,The North Coast College,On-campus out-of-state,24400,24140,22300,21939,21939
206394,The North Coast College,       Out-of-state  tuition and fees,22800,22540,20700,20439,20439
206394,The North Coast College,       On-campus room and board,0,0,0,0,0
206394,The North Coast College,       On-campus other expenses,0,0,0,0,0
206394,The North Coast College,       Books and supplies,1600,1600,1600,1500,1500
206437,Walsh University,On-campus out-of-state,47406,46518,45551,44451,43429
206437,Walsh University,       Out-of-state  tuition and fees,32315,31725,31045,30195,29365
206437,Walsh University,       On-campus room and board,11390,11140,10900,10680,10530
206437,Walsh University,       On-campus other expenses,2573,2525,2478,2448,2430
206437,Walsh University,       Books and supplies,1128,1128,1128,1128,1104
206446,Washington State Community College,On-campus out-of-state,5932,5884,5802,5812,9210
206446,Washington State Community College,       Out-of-state  tuition and fees,4032,3984,3902,3912,7314
206446,Washington State Community College,       On-campus room and board,0,0,0,0,0
206446,Washington State Community College,       On-campus other expenses,0,0,0,0,0
206446,Washington State Community College,       Books and supplies,1900,1900,1900,1900,1896
206491,Wilberforce University,On-campus out-of-state,23450,23450,23450,23250,23450
206491,Wilberforce University,       Out-of-state  tuition and fees,13250,13250,13250,13250,13250
206491,Wilberforce University,       On-campus room and board,7000,7000,7000,7000,7000
206491,Wilberforce University,       On-campus other expenses,2000,2000,2000,2000,2000
206491,Wilberforce University,       Books and supplies,1200,1200,1200,1000,1200
206507,Wilmington College,On-campus out-of-state,43270,41400,40775,39500,38500
206507,Wilmington College,       Out-of-state  tuition and fees,28770,27400,26775,25675,25000
206507,Wilmington College,       On-campus room and board,10600,10100,10100,9925,9600
206507,Wilmington College,       On-campus other expenses,2800,2800,2800,2800,2800
206507,Wilmington College,       Books and supplies,1100,1100,1100,1100,1100
206525,Wittenberg University,On-campus out-of-state,56534,55506,54044,53056,51516
206525,Wittenberg University,       Out-of-state  tuition and fees,42288,41476,40280,39500,38790
206525,Wittenberg University,       On-campus room and board,11046,10830,10564,10356,10126
206525,Wittenberg University,       On-campus other expenses,1600,1600,1600,1600,1600
206525,Wittenberg University,       Books and supplies,1600,1600,1600,1600,1000
206589,The College of Wooster,On-campus out-of-state,70850,69000,66150,64000,61900
206589,The College of Wooster,       Out-of-state  tuition and fees,55500,54000,52000,50250,48600
206589,The College of Wooster,       On-campus room and board,13100,12750,12250,11850,11400
